OrderNumber,SalesChannel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,SalesTeam,_CustomerID,Customer,Sales_Region,_StoreID,_ProductID,Product,OrderQuantity,DiscountApplied,UnitPrice,UnitCost,CityName,County,StateCode,State,Type,Latitude,Longitude,AreaCode,Population,HouseholdIncome,MedianIncome,LandArea,WaterArea,TimeZone
SO - 000651,In-Store,WARE-MKL1006,4/10/2018,8/4/2018,8/31/2018,9/8/2018,USD,11,Joshua Little,42,Llorens Ltd,South,334,11,Ornaments,4.000000,0.150000,1788.900000,1216.45,Pasadena,Harris County,TX,Texas,City,29.691060,-95.209100,832.000000,153784.000000,49256.000000,48004.000000,112645407.000000,3870729.000000,America/Chicago
SO - 000652,In-Store,WARE-MKL1006,4/10/2018,8/4/2018,8/13/2018,8/17/2018,USD,4,Chris Armstrong,36,O.E. Ltd,Northeast,347,30,Wall Coverings,3.000000,0.100000,241.200000,161.60,West Jordan,Salt Lake County,UT,Utah,City,40.609670,-111.939100,385.000000,111946.000000,31742.000000,68442.000000,83717638.000000,0.000000,America/Denver
SO - 000653,In-Store,WARE-UHY1004,4/10/2018,8/4/2018,8/11/2018,8/20/2018,USD,7,Shawn Cook,45,Nipro ,Midwest,240,41,Collectibles,5.000000,0.100000,1159.100000,533.19,Omaha,Douglas County,NE,Nebraska,City,41.258610,-95.937790,402.000000,443885.000000,173764.000000,49896.000000,344973715.000000,9140906.000000,America/Chicago
SO - 000654,Online,WARE-XYS1001,4/10/2018,8/4/2018,8/29/2018,8/30/2018,USD,18,Shawn Wallace,12,Medline ,South,6,5,Bathroom Furniture,7.000000,0.100000,1051.900000,515.43,Chandler,Maricopa County,AZ,Arizona,City,33.306160,-111.841250,480.000000,260828.000000,88973.000000,72695.000000,168153308.000000,260378.000000,America/Phoenix
SO - 000655,In-Store,WARE-UHY1004,4/10/2018,8/4/2018,8/22/2018,8/30/2018,USD,4,Chris Armstrong,18,Eminence Corp,Northeast,243,46,Sculptures,3.000000,0.150000,5969.700000,3343.03,Elizabeth,Union County,NJ,New Jersey,City,40.663990,-74.210700,908.000000,129007.000000,39433.000000,43568.000000,31905474.000000,3459587.000000,America/New York
SO - 000656,Online,WARE-MKL1006,4/10/2018,8/4/2018,8/7/2018,8/8/2018,USD,19,Nicholas Cunningham,28,Dharma Ltd,South,355,12,Dining Furniture,3.000000,0.300000,3919.500000,2508.48,Richmond,Richmond city,VA,Virginia,City,37.553760,-77.460260,804.000000,220289.000000,87224.000000,40758.000000,154942138.000000,6879776.000000,America/New York
SO - 000657,Online,WARE-XYS1001,4/10/2018,8/4/2018,8/16/2018,8/26/2018,USD,16,Anthony Berry,18,Eminence Corp,West,4,34,Bedroom Furniture,4.000000,0.150000,1118.900000,492.32,Montgomery,Montgomery County,AL,Alabama,City,32.366810,-86.299970,334.000000,200602.000000,79866.000000,42927.000000,413985435.000000,4411954.000000,America/Chicago
SO - 000658,In-Store,WARE-MKL1006,4/10/2018,8/4/2018,8/19/2018,8/22/2018,USD,2,Keith Griffin,11,Apollo Ltd,Northeast,350,30,Wall Coverings,5.000000,0.050000,1118.900000,570.64,Arlington,Arlington County,VA,Virginia,CDP,38.890390,-77.084140,571.000000,220173.000000,98441.000000,105763.000000,67318429.000000,244142.000000,America/New York
SO - 000659,In-Store,WARE-XYS1001,4/10/2018,8/4/2018,8/16/2018,8/22/2018,USD,1,Adam Hernandez,29,"Apotheca, Ltd",Northeast,28,23,Accessories,4.000000,0.100000,5427.000000,3744.63,Downey,Los Angeles County,CA,California,City,33.940010,-118.132570,562.000000,114219.000000,32738.000000,62897.000000,32136795.000000,414376.000000,America/Los Angeles
SO - 000660,Distributor,WARE-NMK1003,4/10/2018,8/4/2018,8/9/2018,8/13/2018,USD,24,Roy Rice,32,OHTA'S Corp,Midwest,108,36,Clocks,2.000000,0.050000,3725.200000,2570.39,New Haven (Town),New Haven County,CT,Connecticut,Town,41.310810,-72.924950,203.000000,130322.000000,49771.000000,37192.000000,48407373.000000,3739487.000000,America/New York
SO - 000661,Online,WARE-UHY1004,4/10/2018,8/4/2018,8/17/2018,8/22/2018,USD,18,Shawn Wallace,7,New Ltd,South,214,14,Mirrors,3.000000,0.050000,187.600000,75.04,Detroit,Wayne County,MI,Michigan,City,42.331430,-83.045750,313.000000,677116.000000,255740.000000,25764.000000,359360867.000000,10667144.000000,America/Detroit
SO - 000662,In-Store,WARE-PUJ1005,4/10/2018,8/4/2018,8/31/2018,9/6/2018,USD,7,Shawn Cook,4,ETUDE Ltd,Midwest,297,38,Wardrobes,7.000000,0.075000,3999.900000,3359.92,Charleston,Berkeley County/Charleston County,SC,South Carolina,City,32.817930,-79.958960,843.000000,132609.000000,52450.000000,55546.000000,282372739.000000,47927393.000000,America/New York
SO - 000663,Online,WARE-XYS1001,4/10/2018,8/4/2018,8/19/2018,8/21/2018,USD,17,Frank Brown,32,OHTA'S Corp,Northeast,15,20,Bar Tools,1.000000,0.150000,971.500000,592.62,Tucson,Pima County,AZ,Arizona,City,32.221740,-110.926480,520.000000,531641.000000,206342.000000,37149.000000,597790363.000000,819492.000000,America/Phoenix
SO - 000664,In-Store,WARE-XYS1001,4/10/2018,8/4/2018,8/12/2018,8/20/2018,USD,6,Joshua Bennett,42,Llorens Ltd,Northeast,21,37,Platters,5.000000,0.075000,1118.900000,727.29,Carlsbad,San Diego County,CA,California,City,33.158090,-117.350590,760.000000,113453.000000,42791.000000,90597.000000,97713477.000000,3595655.000000,America/Los Angeles
SO - 000665,Online,WARE-UHY1004,4/10/2018,8/5/2018,8/23/2018,8/27/2018,USD,18,Shawn Wallace,33,Trigen ,South,208,2,Photo Frames,6.000000,0.400000,864.300000,501.29,Lowell,Middlesex County,MA,Massachusetts,City,42.633420,-71.316170,351.000000,110699.000000,38489.000000,48002.000000,35187375.000000,2442614.000000,America/New York
SO - 000666,In-Store,WARE-NMK1003,4/10/2018,8/5/2018,8/22/2018,8/25/2018,USD,7,Shawn Cook,22,Capweld ,Midwest,116,22,Wine Storage,6.000000,0.050000,5782.100000,4394.40,Clearwater,Pinellas County,FL,Florida,City,27.978950,-82.766570,727.000000,113003.000000,46234.000000,44198.000000,67027321.000000,36469162.000000,America/New York
SO - 000667,Distributor,WARE-NMK1003,4/10/2018,8/5/2018,8/27/2018,9/5/2018,USD,25,Patrick Graham,10,21st Ltd,South,152,9,Baseball,5.000000,0.050000,904.500000,461.30,Aurora (Township),Kane County,IL,Illinois,Township,41.768870,-88.318930,630.000000,148308.000000,44798.000000,49797.000000,89841331.000000,1727843.000000,America/Chicago
SO - 000668,Online,WARE-NMK1003,4/10/2018,8/5/2018,8/15/2018,8/23/2018,USD,18,Shawn Wallace,25,Prasco Group,South,188,29,Pendants,8.000000,0.150000,247.900000,158.66,Perry,Marion County,IN,Indiana,Township,39.676740,-86.156160,317.000000,113236.000000,44154.000000,44302.000000,118291390.000000,259404.000000,America/Indiana/Indianapolis
SO - 000669,Distributor,WARE-PUJ1005,4/10/2018,8/5/2018,8/18/2018,8/26/2018,USD,22,Joe Price,49,Bare ,Northeast,270,16,Stemware,2.000000,0.150000,1708.500000,1213.04,Queens,Queens County,NY,New York,Borough,40.750000,-73.866670,718.000000,2339150.000000,782664.000000,42439.000000,109000000.000000,70000000.000000,America/New York
SO - 000670,Distributor,WARE-NMK1003,4/10/2018,8/5/2018,8/20/2018,8/28/2018,USD,24,Roy Rice,39,Victory Ltd,Midwest,166,16,Stemware,6.000000,0.050000,1132.300000,702.03,Naperville,Will County/DuPage County,IL,Illinois,City,41.749170,-88.162020,630.000000,147100.000000,50073.000000,109468.000000,100155901.000000,1471160.000000,America/Chicago
SO - 000671,Wholesale,WARE-NMK1003,4/10/2018,8/5/2018,8/19/2018,8/28/2018,USD,27,Shawn Torres,20,Pacific Ltd,Northeast,119,13,Bakeware,6.000000,0.050000,1775.500000,1225.10,Fort Lauderdale,Broward County,FL,Florida,City,26.122310,-80.143380,954.000000,178590.000000,73446.000000,50778.000000,89672308.000000,4372775.000000,America/New York
SO - 000672,In-Store,WARE-XYS1001,4/10/2018,8/5/2018,8/18/2018,8/21/2018,USD,1,Adam Hernandez,25,Prasco Group,Northeast,28,20,Bar Tools,8.000000,0.200000,1902.800000,970.43,Downey,Los Angeles County,CA,California,City,33.940010,-118.132570,562.000000,114219.000000,32738.000000,62897.000000,32136795.000000,414376.000000,America/Los Angeles
SO - 000673,In-Store,WARE-NMK1003,4/10/2018,8/6/2018,8/30/2018,9/2/2018,USD,1,Adam Hernandez,28,Dharma Ltd,Northeast,151,3,Table Lamps,3.000000,0.100000,5963.000000,2802.61,Aurora,Kendall County/Kane County/Will County/DuPage County,IL,Illinois,City,41.763460,-88.290100,630.000000,200661.000000,61449.000000,63090.000000,116273603.000000,2278285.000000,America/Chicago
SO - 000674,Wholesale,WARE-UHY1004,4/10/2018,8/6/2018,8/9/2018,8/14/2018,USD,27,Shawn Torres,34,OUR Ltd,Northeast,211,3,Table Lamps,3.000000,0.100000,3886.000000,2176.16,Baltimore,Baltimore city,MD,Maryland,City,39.290380,-76.612190,410.000000,621849.000000,242268.000000,42241.000000,209643557.000000,28767622.000000,America/New York
SO - 000675,In-Store,WARE-PUJ1005,4/10/2018,8/6/2018,8/17/2018,8/19/2018,USD,11,Joshua Little,2,WakeFern ,South,281,33,Outdoor Decor,6.000000,0.075000,1058.600000,635.16,Columbus,Delaware County/Franklin County/Fairfield County,OH,Ohio,City,39.985240,-82.984770,614.000000,850106.000000,334724.000000,45659.000000,565783587.000000,15247719.000000,America/New York
SO - 000676,Online,WARE-UHY1004,4/10/2018,8/6/2018,8/16/2018,8/18/2018,USD,18,Shawn Wallace,33,Trigen ,South,214,32,Vases,4.000000,0.050000,5815.600000,4419.86,Detroit,Wayne County,MI,Michigan,City,42.331430,-83.045750,313.000000,677116.000000,255740.000000,25764.000000,359360867.000000,10667144.000000,America/Detroit
SO - 000677,Online,WARE-UHY1004,4/10/2018,8/6/2018,8/18/2018,8/22/2018,USD,18,Shawn Wallace,45,Nipro ,South,240,3,Table Lamps,6.000000,0.050000,5353.300000,4496.77,Omaha,Douglas County,NE,Nebraska,City,41.258610,-95.937790,402.000000,443885.000000,173764.000000,49896.000000,344973715.000000,9140906.000000,America/Chicago
SO - 000678,In-Store,WARE-PUJ1005,4/10/2018,8/6/2018,8/24/2018,8/27/2018,USD,8,George Lewis,18,Eminence Corp,West,297,5,Bathroom Furniture,4.000000,0.075000,5567.700000,4565.51,Charleston,Berkeley County/Charleston County,SC,South Carolina,City,32.817930,-79.958960,843.000000,132609.000000,52450.000000,55546.000000,282372739.000000,47927393.000000,America/New York
SO - 000679,In-Store,WARE-NMK1003,4/10/2018,8/7/2018,8/23/2018,8/27/2018,USD,10,Jonathan Hawkins,6,"PEDIFIX, Corp",West,153,37,Platters,3.000000,0.100000,2512.500000,2135.63,Bloomingdale (Township),DuPage County,IL,Illinois,Township,41.945630,-88.084620,630.000000,113024.000000,40097.000000,68474.000000,88284784.000000,3206299.000000,America/Chicago
SO - 000680,In-Store,WARE-PUJ1005,4/10/2018,8/7/2018,8/14/2018,8/17/2018,USD,4,Chris Armstrong,22,Capweld ,Northeast,293,42,Bean Bags,3.000000,0.075000,1681.700000,1227.64,Allentown,Lehigh County,PA,Pennsylvania,City,40.608430,-75.490180,610.000000,120207.000000,41244.000000,36930.000000,45448161.000000,1238395.000000,America/New York
SO - 000681,In-Store,WARE-PUJ1005,4/10/2018,8/7/2018,8/18/2018,8/28/2018,USD,7,Shawn Cook,39,Victory Ltd,Midwest,265,4,Serveware,7.000000,0.050000,194.300000,136.01,Islip,Suffolk County,NY,New York,Town,40.712580,-73.195520,631.000000,336113.000000,101387.000000,86864.000000,268844871.000000,153259682.000000,America/New York
SO - 000682,In-Store,WARE-UHY1004,4/10/2018,8/7/2018,8/18/2018,8/23/2018,USD,10,Jonathan Hawkins,18,Eminence Corp,West,255,9,Baseball,4.000000,0.050000,2405.300000,1683.71,Reno,Washoe County,NV,Nevada,City,39.529630,-119.813800,775.000000,241445.000000,92283.000000,47012.000000,277887963.000000,7380237.000000,America/Los Angeles
SO - 000683,Online,WARE-PUJ1005,4/10/2018,8/7/2018,8/15/2018,8/21/2018,USD,16,Anthony Berry,21,Ohio ,West,269,13,Bakeware,1.000000,0.200000,1038.500000,706.18,Oyster Bay,Nassau County,NY,New York,Town,40.800490,-73.510560,516.000000,298768.000000,98509.000000,112162.000000,268689279.000000,170041808.000000,America/New York
SO - 000684,In-Store,WARE-NBV1002,4/10/2018,8/7/2018,8/19/2018,8/23/2018,USD,10,Jonathan Hawkins,38,Ascend Ltd,West,71,27,Wreaths,3.000000,0.200000,857.600000,591.74,San Francisco,San Francisco County,CA,California,City,37.775000,-122.419440,415.000000,864816.000000,353287.000000,81294.000000,121455687.000000,479136515.000000,America/Los Angeles
SO - 000685,In-Store,WARE-PUJ1005,4/10/2018,8/7/2018,8/24/2018,9/3/2018,USD,7,Shawn Cook,22,Capweld ,Midwest,284,1,Cookware,8.000000,0.100000,1855.900000,1354.81,Broken Arrow,Wagoner County/Tulsa County,OK,Oklahoma,City,36.036530,-95.781000,918.000000,106563.000000,37246.000000,67131.000000,159889421.000000,1579677.000000,America/Chicago
SO - 000686,Online,WARE-XYS1001,4/10/2018,8/7/2018,8/16/2018,8/24/2018,USD,20,Anthony Torres,36,O.E. Ltd,West,26,38,Wardrobes,2.000000,0.050000,5621.300000,2585.80,Costa Mesa,Orange County,CA,California,City,33.641130,-117.918670,949.000000,113204.000000,40908.000000,66459.000000,40723584.000000,211253.000000,America/Los Angeles
SO - 000687,Distributor,WARE-NMK1003,4/10/2018,8/7/2018,8/28/2018,9/6/2018,USD,23,Douglas Tucker,26,Mylan Corp,Midwest,92,20,Bar Tools,8.000000,0.100000,1139.000000,649.23,Boulder,Boulder County,CO,Colorado,City,40.014990,-105.270550,303.000000,107349.000000,42165.000000,58484.000000,64333756.000000,2612601.000000,America/Denver
SO - 000688,In-Store,WARE-MKL1006,4/10/2018,8/8/2018,8/14/2018,8/15/2018,USD,1,Adam Hernandez,9,Ei ,Northeast,349,17,Furniture Cushions,7.000000,0.050000,2264.600000,1834.33,Alexandria,Alexandria city,VA,Virginia,City,38.804840,-77.046920,571.000000,153511.000000,66879.000000,89134.000000,38977688.000000,1127171.000000,America/New York
SO - 000689,In-Store,WARE-PUJ1005,4/10/2018,8/8/2018,8/16/2018,8/17/2018,USD,4,Chris Armstrong,14,Linde ,Northeast,301,8,Cocktail Glasses,4.000000,0.100000,884.400000,566.02,Chattanooga,Hamilton County,TN,Tennessee,City,35.045630,-85.309680,423.000000,176588.000000,70228.000000,40177.000000,370573763.000000,19930234.000000,America/New York
SO - 000690,In-Store,WARE-NBV1002,4/10/2018,8/8/2018,8/21/2018,8/31/2018,USD,8,George Lewis,5,Procter Corp,West,81,4,Serveware,5.000000,0.075000,683.400000,382.70,Sunnyvale,Santa Clara County,CA,California,City,37.368830,-122.036350,408.000000,151754.000000,55094.000000,105401.000000,56936612.000000,1817655.000000,America/Los Angeles
SO - 000691,Online,WARE-NBV1002,4/10/2018,8/8/2018,9/5/2018,9/7/2018,USD,15,Roger Alexander,49,Bare ,Midwest,68,32,Vases,1.000000,0.075000,1025.100000,481.80,San Bernardino,San Bernardino County,CA,California,City,34.108340,-117.289770,909.000000,216108.000000,57580.000000,37047.000000,159326695.000000,1126214.000000,America/Los Angeles
SO - 000692,Wholesale,WARE-NMK1003,4/10/2018,8/8/2018,8/11/2018,8/21/2018,USD,28,Carlos Miller,15,Rochester Ltd,West,87,27,Wreaths,7.000000,0.400000,3731.900000,2276.46,Visalia,Tulare County,CA,California,City,36.330230,-119.292060,559.000000,130104.000000,41730.000000,52157.000000,97057436.000000,51434.000000,America/Los Angeles
SO - 000693,Online,WARE-MKL1006,4/10/2018,8/8/2018,8/14/2018,8/18/2018,USD,12,Carl Nguyen,31,Uriel Group,Midwest,340,44,Pillows,2.000000,0.100000,5567.700000,3229.27,San Antonio,Bexar County/Comal County/Medina County,TX,Texas,City,29.472400,-98.525140,210.000000,1469845.000000,488645.000000,46744.000000,1193951388.000000,14825948.000000,America/Chicago
SO - 000694,In-Store,WARE-NMK1003,4/10/2018,8/8/2018,8/25/2018,9/2/2018,USD,5,Stephen Payne,16,"3LAB, Ltd",South,95,41,Collectibles,6.000000,0.100000,991.600000,525.55,Denver,Denver County,CO,Colorado,City,39.739150,-104.984700,303.000000,682545.000000,275795.000000,53637.000000,397133930.000000,4225831.000000,America/Denver
SO - 000695,Online,WARE-NMK1003,4/10/2018,8/8/2018,8/17/2018,8/27/2018,USD,18,Shawn Wallace,43,"Exact-Rx, Corp",South,94,15,Outdoor Furniture,8.000000,0.100000,3852.500000,3043.48,Colorado Springs,El Paso County,CO,Colorado,City,38.833880,-104.821360,719.000000,456568.000000,174441.000000,54527.000000,506667557.000000,947196.000000,America/Denver
SO - 000696,In-Store,WARE-PUJ1005,4/10/2018,8/8/2018,8/28/2018,9/2/2018,USD,9,Joshua Ryan,16,"3LAB, Ltd",Midwest,263,39,Floor Lamps,1.000000,0.050000,3906.100000,1835.87,Hempstead (Town),Nassau County,NY,New York,Town,40.633960,-73.609100,516.000000,771018.000000,241539.000000,94999.000000,307389025.000000,189288363.000000,America/New York
SO - 000697,Online,WARE-UHY1004,4/10/2018,8/8/2018,8/10/2018,8/17/2018,USD,16,Anthony Berry,40,Select ,West,245,34,Bedroom Furniture,1.000000,0.150000,5118.800000,2354.65,Newark,Essex County,NJ,New Jersey,City,40.735660,-74.172370,973.000000,281944.000000,92675.000000,33139.000000,62531085.000000,4509710.000000,America/New York
SO - 000698,Online,WARE-PUJ1005,4/10/2018,8/8/2018,9/1/2018,9/4/2018,USD,18,Shawn Wallace,9,Ei ,South,284,2,Photo Frames,7.000000,0.050000,6117.100000,4404.31,Broken Arrow,Wagoner County/Tulsa County,OK,Oklahoma,City,36.036530,-95.781000,918.000000,106563.000000,37246.000000,67131.000000,159889421.000000,1579677.000000,America/Chicago
SO - 000699,Distributor,WARE-PUJ1005,4/10/2018,8/8/2018,8/22/2018,8/28/2018,USD,25,Patrick Graham,16,"3LAB, Ltd",South,279,28,Phones,6.000000,0.100000,1025.100000,850.83,Cincinnati,Hamilton County,OH,Ohio,City,39.162000,-84.456890,513.000000,298550.000000,133039.000000,33604.000000,200434440.000000,4155432.000000,America/New York
SO - 000700,In-Store,WARE-NMK1003,4/10/2018,8/8/2018,8/10/2018,8/15/2018,USD,2,Keith Griffin,4,ETUDE Ltd,Northeast,114,4,Serveware,7.000000,0.150000,944.700000,462.90,Brandon,Hillsborough County,FL,Florida,CDP,27.937800,-82.285920,813.000000,106604.000000,40453.000000,56464.000000,85738633.000000,4903052.000000,America/New York
SO - 000701,In-Store,WARE-PUJ1005,4/10/2018,8/9/2018,8/14/2018,8/19/2018,USD,7,Shawn Cook,25,Prasco Group,Midwest,303,2,Photo Frames,3.000000,0.200000,1025.100000,656.06,Knoxville,Knox County,TN,Tennessee,City,35.960640,-83.920740,865.000000,185291.000000,81073.000000,34226.000000,255161763.000000,14631856.000000,America/New York
SO - 000702,In-Store,WARE-PUJ1005,4/10/2018,8/9/2018,8/20/2018,8/21/2018,USD,5,Stephen Payne,23,E. Ltd,South,264,2,Photo Frames,8.000000,0.100000,3859.200000,2045.38,Huntington,Suffolk County,NY,New York,Town,40.884090,-73.376760,631.000000,204398.000000,69000.000000,105451.000000,243808665.000000,111325968.000000,America/New York
SO - 000703,Wholesale,WARE-MKL1006,4/10/2018,8/9/2018,8/15/2018,8/25/2018,USD,27,Shawn Torres,30,S.S.S. Group,Northeast,329,40,Rugs,4.000000,0.100000,194.300000,91.32,McAllen,Hidalgo County,TX,Texas,City,26.203410,-98.230010,956.000000,140269.000000,42225.000000,44254.000000,151143159.000000,1038050.000000,America/Chicago
SO - 000704,In-Store,WARE-NBV1002,4/10/2018,8/9/2018,9/5/2018,9/8/2018,USD,1,Adam Hernandez,2,WakeFern ,Northeast,82,35,Table Linens,4.000000,0.050000,6184.100000,4638.08,Temecula,Riverside County,CA,California,City,33.493640,-117.148360,951.000000,112011.000000,32835.000000,79925.000000,96518165.000000,30591.000000,America/Los Angeles
SO - 000705,Distributor,WARE-NMK1003,4/10/2018,8/9/2018,8/15/2018,8/25/2018,USD,24,Roy Rice,16,"3LAB, Ltd",Midwest,131,46,Sculptures,3.000000,0.200000,1728.600000,916.16,Pembroke Pines,Broward County,FL,Florida,City,26.003150,-80.223940,954.000000,166611.000000,56171.000000,61279.000000,85539498.000000,5033092.000000,America/New York
SO - 000706,In-Store,WARE-UHY1004,4/10/2018,8/9/2018,9/6/2018,9/7/2018,USD,1,Adam Hernandez,7,New Ltd,Northeast,204,37,Platters,6.000000,0.100000,931.300000,772.98,New Orleans,Orleans Parish,LA,Louisiana,City,29.954650,-90.075070,504.000000,389617.000000,153140.000000,36792.000000,438799508.000000,467299606.000000,America/Chicago
SO - 000707,In-Store,WARE-NMK1003,4/10/2018,8/9/2018,8/28/2018,8/30/2018,USD,12,Carl Nguyen,17,Pure Group,Midwest,131,8,Cocktail Glasses,6.000000,0.300000,3886.000000,2797.92,Pembroke Pines,Broward County,FL,Florida,City,26.003150,-80.223940,954.000000,166611.000000,56171.000000,61279.000000,85539498.000000,5033092.000000,America/New York
SO - 000708,Distributor,WARE-NBV1002,4/10/2018,8/9/2018,8/25/2018,8/27/2018,USD,23,Douglas Tucker,39,Victory Ltd,Midwest,75,8,Cocktail Glasses,3.000000,0.400000,234.500000,96.15,Santa Clara,Santa Clara County,CA,California,City,37.354110,-121.955240,408.000000,126215.000000,43433.000000,98914.000000,47678886.000000,0.000000,America/Los Angeles
SO - 000709,In-Store,WARE-UHY1004,4/10/2018,8/9/2018,8/31/2018,9/6/2018,USD,11,Joshua Little,32,OHTA'S Corp,South,213,33,Outdoor Decor,3.000000,0.075000,3979.800000,1989.90,Ann Arbor,Washtenaw County,MI,Michigan,City,42.270870,-83.726330,734.000000,117070.000000,47179.000000,55990.000000,72727009.000000,2254528.000000,America/Detroit
